case_id,feedback_id,root_sensor,root_sensor_confidence,secondary_sensor,secondary_sensor_confidence,root_component_code,root_component_name,component_confidence,rca_confidence,rca_text,fault_evolution_text
HCASE-04721,HFB-04721,FS1,0.8703,PS3,0.6971,C010,节流阀,0.8112,0.6155,方向控制阀出现中度流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04721。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04722,HFB-04722,TS4,0.7896,FS1,0.6967,C007,过滤器,0.6817,0.5637,该案例表现为轻微压力异常，根因更可能由设计阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04723,HFB-04723,FS1,0.8841,TS4,0.7551,C007,过滤器,0.8029,0.6747,该案例表现为中度流量异常，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04724,HFB-04724,PS2,0.8127,PS2,0.7111,C009,单向阀,0.7142,0.5732,该案例表现为轻微压力异常，根因更可能由制造阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04725,HFB-04725,PS5,0.7314,PS2,0.5469,C010,节流阀,0.7272,0.596,节流阀出现轻微阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00788。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04726,HFB-04726,FS2,0.7728,FS2,0.6762,C003,作动筒,0.7628,0.5641,结合传感器能量和检测记录，管路总成的压力异常与设计阶段高风险实体 HPIP-00803 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04727,HFB-04727,TS1,0.7863,VS1,0.531,C012,卸荷阀,0.7514,0.621,结合传感器能量和检测记录，卸荷阀的压力异常与设计阶段高风险实体 HDES-01146 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04728,HFB-04728,PS2,0.7517,FS1,0.6867,C009,单向阀,0.7035,0.5511,该案例表现为轻微流量异常，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-04729,HFB-04729,PS1,0.8337,PS2,0.5505,C001,液压泵总成,0.7688,0.5786,液压泵总成出现轻微泄漏异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-04729。,检测阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04730,HFB-04730,TS3,0.8356,FS1,0.5385,C006,冷却器,0.7482,0.6323,冷却器出现轻微泄漏异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00645。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04731,HFB-04731,PS2,0.8157,PS2,0.7137,C005,蓄能器,0.7454,0.5584,结合传感器能量和检测记录，蓄能器的振动异常与设计阶段高风险实体 HDES-00811 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-04732,HFB-04732,PS6,0.8896,EPS1,0.5767,C005,蓄能器,0.8221,0.6673,该案例表现为中度压力异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04733,HFB-04733,TS3,0.7556,FS1,0.7534,C008,液压油箱,0.7491,0.5809,液压油箱出现中度流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04733。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-04734,HFB-04734,VS1,0.7388,FS2,0.5258,C001,液压泵总成,0.7326,0.5391,液压泵总成出现轻微温度异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04734。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04735,HFB-04735,PS6,0.7499,PS1,0.7749,C011,管路总成,0.7866,0.6347,该案例表现为中度压力异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04736,HFB-04736,FS1,0.7956,FS2,0.5135,C007,过滤器,0.7308,0.5911,结合传感器能量和检测记录，过滤器的振动异常与运维阶段高风险实体 HOPR-04736 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04737,HFB-04737,FS1,0.9083,FS1,0.7948,C002,方向控制阀,0.8412,0.6847,该案例表现为中度阀芯卡滞，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04738,HFB-04738,PS6,0.7371,VS1,0.74,C011,管路总成,0.7313,0.5712,管路总成出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HPIP-00805。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04739,HFB-04739,VS1,0.7246,PS6,0.7973,C011,管路总成,0.7299,0.6244,该案例表现为轻微压力异常，根因更可能由材料阶段隐患累积触发。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04740,HFB-04740,PS5,0.6893,TS4,0.5532,C010,节流阀,0.6631,0.521,节流阀出现轻微振动异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-04740。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04741,HFB-04741,PS5,0.709,FS1,0.6572,C010,节流阀,0.6804,0.585,节流阀出现轻微温度异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00393。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-04742,HFB-04742,PS6,0.8132,EPS1,0.5619,C005,蓄能器,0.7109,0.6239,结合传感器能量和检测记录，蓄能器的泄漏异常与材料阶段高风险实体 HMAT-00512 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04743,HFB-04743,PS3,0.8431,PS3,0.7377,C002,方向控制阀,0.751,0.5651,方向控制阀出现轻微振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04743。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04744,HFB-04744,EPS1,0.8005,PS1,0.58,C004,溢流阀,0.7823,0.6307,结合传感器能量和检测记录，溢流阀的阀芯卡滞与装配阶段高风险实体 HASM-04744 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04745,HFB-04745,PS3,0.7791,PS3,0.6817,C010,节流阀,0.7506,0.6312,该案例表现为轻微振动异常，根因更可能由检测阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-04746,HFB-04746,PS2,0.7726,FS1,0.6386,C009,单向阀,0.7184,0.5665,该案例表现为轻微振动异常，根因更可能由装配阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04747,HFB-04747,PS5,0.8675,PS3,0.5172,C003,作动筒,0.7803,0.5942,该案例表现为轻微泄漏异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-04748,HFB-04748,FS1,0.848,PS3,0.5568,C007,过滤器,0.783,0.6124,结合传感器能量和检测记录，过滤器的流量异常与运维阶段高风险实体 HOPR-04748 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04749,HFB-04749,FS1,0.9247,PS4,0.5263,C010,节流阀,0.8645,0.7218,该案例表现为中度阀芯卡滞，根因更可能由材料阶段隐患累积触发。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04750,HFB-04750,PS2,0.8489,PS3,0.691,C009,单向阀,0.7733,0.6253,结合传感器能量和检测记录，节流阀的振动异常与制造阶段高风险实体 HMAN-00867 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-04751,HFB-04751,PS5,0.7766,FS1,0.5681,C003,作动筒,0.6917,0.5533,结合传感器能量和检测记录，作动筒的流量异常与运维阶段高风险实体 HOPR-04751 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-04752,HFB-04752,PS6,0.8002,PS6,0.7001,C011,管路总成,0.742,0.5814,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04753,HFB-04753,VS1,0.8786,VS1,0.7688,C011,管路总成,0.8475,0.6242,结合传感器能量和检测记录，管路总成的压力异常与运维阶段高风险实体 HOPR-04753 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04754,HFB-04754,TS3,0.8649,TS3,0.7568,C008,液压油箱,0.813,0.648,液压油箱出现中度阀芯卡滞，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00737。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04755,HFB-04755,PS6,0.7683,PS2,0.7123,C005,蓄能器,0.7141,0.6218,蓄能器出现轻微流量异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00313。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-04756,HFB-04756,VS1,0.8026,PS1,0.6773,C011,管路总成,0.7468,0.5764,管路总成出现轻微温度异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00236。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04757,HFB-04757,VS1,0.8616,PS1,0.7472,C011,管路总成,0.8315,0.6238,结合传感器能量和检测记录，管路总成的泄漏异常与运维阶段高风险实体 HOPR-04757 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-04758,HFB-04758,VS1,0.8293,VS1,0.7256,C011,管路总成,0.8188,0.6212,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04759,HFB-04759,TS4,0.7998,PS3,0.5008,C007,过滤器,0.737,0.6064,结合传感器能量和检测记录，过滤器的泄漏异常与运维阶段高风险实体 HOPR-04759 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-04760,HFB-04760,VS1,0.8113,PS6,0.7664,C011,管路总成,0.7864,0.6056,管路总成出现中度振动异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-04760。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04761,HFB-04761,PS3,0.817,FS1,0.6434,C009,单向阀,0.7271,0.5417,该案例表现为轻微压力异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04762,HFB-04762,PS2,0.96,PS2,0.84,C004,溢流阀,0.8584,0.6712,溢流阀出现中度压力异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-04762。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04763,HFB-04763,PS1,0.9019,PS2,0.5933,C001,液压泵总成,0.8532,0.6055,液压泵总成出现中度泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04763。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-04764,HFB-04764,PS4,0.8173,FS1,0.5381,C003,作动筒,0.7422,0.5584,结合传感器能量和检测记录，作动筒的压力异常与运维阶段高风险实体 HOPR-04764 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04765,HFB-04765,EPS1,0.7898,PS2,0.5841,C012,卸荷阀,0.7511,0.5711,结合传感器能量和检测记录，卸荷阀的阀芯卡滞与运维阶段高风险实体 HOPR-04765 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-04766,HFB-04766,PS6,0.8046,PS2,0.7281,C005,蓄能器,0.7375,0.6441,蓄能器出现轻微振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04766。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-04767,HFB-04767,PS2,0.8596,PS2,0.7522,C009,单向阀,0.7705,0.6038,结合传感器能量和检测记录，溢流阀的压力异常与设计阶段高风险实体 HDES-00631 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04768,HFB-04768,TS4,0.7831,TS3,0.5462,C007,过滤器,0.7306,0.6078,过滤器出现轻微温度异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-04768。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-04769,HFB-04769,PS2,0.8767,PS2,0.7671,C009,单向阀,0.7665,0.6254,该案例表现为轻微流量异常，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-04770,HFB-04770,FS1,0.7351,PS1,0.6759,C012,卸荷阀,0.7244,0.6473,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-04771,HFB-04771,PS6,0.9132,EPS1,0.5256,C005,蓄能器,0.8376,0.6684,该案例表现为中度压力异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-04772,HFB-04772,TS1,0.7719,PS1,0.7117,C012,卸荷阀,0.7584,0.6292,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-04773,HFB-04773,FS1,0.9165,TS4,0.5896,C010,节流阀,0.8222,0.6615,该案例表现为中度流量异常，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-04774,HFB-04774,PS2,0.709,PS4,0.5357,C011,管路总成,0.7611,0.6197,结合传感器能量和检测记录，管路总成的振动异常与运维阶段高风险实体 HOPR-04774 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-04775,HFB-04775,PS2,0.7675,FS1,0.6869,C009,单向阀,0.7129,0.5804,单向阀出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-04775。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
